Experiment,Site,Date,Sample,Name,X_lab,Indel_stringent,Indel,Reads_low_phred,Reads_no_nmer,Reads_passing,Total_indel_stringent,Total_indel
4,FANCFg2 ON,11.15.17,NP_17115_FZ_Z1_F2_Z-OT2_F-OT1_2_FANCFg2_ON_S767_pear.fastq.assembled.fastqwtf-difflib_indels.csv,FANCFg2_ZSCAN2g1_OT1d1_OT2d1s_2, + + + 1 1s,20.68631604,20.69236821,12,3426,66092,13672,13676
4,FANCFg2 ON,11.15.17,NP_17115_FZ_Z1_F2_Z-OT2_F-OT1_3_FANCFg2_ON_S768_pear.fastq.assembled.fastqwtf-difflib_indels.csv,FANCFg2_ZSCAN2g1_OT1d1_OT2d1s_3, + + + 1 1s,20.67452826,20.67726431,8,4932,109647,22669,22672
4,FANCFg2 ON,11.15.17,NP_17115_NT_1_FANCFg2_ON_S781_pear.fastq.assembled.fastqwtf-difflib_indels.csv,NT_1, - - - - -,0.013791374,0.015045135,5,2823,79760,11,12
4,FANCFg2 ON,11.15.17,NP_17115_NT_2_FANCFg2_ON_S782_pear.fastq.assembled.fastqwtf-difflib_indels.csv,NT_2, - - - - -,0.009110683,0.011388354,5,2645,87809,8,10
4,FANCFg2 ON,11.15.17,NP_17115_NT_3_FANCFg2_ON_S783_pear.fastq.assembled.fastqwtf-difflib_indels.csv,NT_3, - - - - -,0.01953776,0.026433439,6,4345,87011,17,23
4,ZSCAN2g1 ON,11.15.17,NP_17115_FZ_F2_GFP_1_ZSCAN2g1_ON_S97_R1_001.fastqwtf-difflib_indels.csv,FANCFg2_GFP_1, + + - - -,0,0,8573,2540,61355,0,0
4,ZSCAN2g1 ON,11.15.17,NP_17115_FZ_F2_GFP_2_ZSCAN2g1_ON_S98_R1_001.fastqwtf-difflib_indels.csv,FANCFg2_GFP_2, + + - - -,0.0016326,0.0032652,8645,2473,61252,1,2
4,ZSCAN2g1 ON,11.15.17,NP_17115_FZ_F2_GFP_3_ZSCAN2g1_ON_S99_R1_001.fastqwtf-difflib_indels.csv,FANCFg2_GFP_3, + + - - -,0.035813659,0.037191107,10323,3113,72598,26,27
4,ZSCAN2g1 ON,11.15.17,NP_17115_FZ_Z1_GFP_1_ZSCAN2g1_ON_S94_R1_001.fastqwtf-difflib_indels.csv,ZSCAN2g1_GFP_1, + - + - -,21.80109815,21.81611843,10898,3427,59919,13063,13072
4,ZSCAN2g1 ON,11.15.17,NP_17115_FZ_Z1_GFP_2_ZSCAN2g1_ON_S95_R1_001.fastqwtf-difflib_indels.csv,ZSCAN2g1_GFP_2, + - + - -,23.33909607,23.38267982,12293,3762,68833,16065,16095
4,ZSCAN2g1 ON,11.15.17,NP_17115_FZ_Z1_GFP_3_ZSCAN2g1_ON_S96_R1_001.fastqwtf-difflib_indels.csv,ZSCAN2g1_GFP_3, + - + - -,23.93725805,23.99203857,11404,2938,54764,13109,13139
4,ZSCAN2g1 ON,11.15.17,NP_17115_FZ_Z1_F2_GFP_1_ZSCAN2g1_ON_S100_R1_001.fastqwtf-difflib_indels.csv,FANCFg2_ZSCAN2g1_GFP_1, + + + - -,18.83728431,18.88405096,9462,3559,62010,11681,11710
4,ZSCAN2g1 ON,11.15.17,NP_17115_FZ_Z1_F2_GFP_2_ZSCAN2g1_ON_S1114_R1_001.fastqwtf-difflib_indels.csv,FANCFg2_ZSCAN2g1_GFP_2, + + + - -,19.53875907,19.58092801,27679,4490,68771,13437,13466
4,ZSCAN2g1 ON,11.15.17,NP_17115_FZ_Z1_F2_GFP_3_ZSCAN2g1_ON_S102_R1_001.fastqwtf-difflib_indels.csv,FANCFg2_ZSCAN2g1_GFP_3, + + + - -,20.99692385,21.08858058,12768,4657,79645,16723,16796
4,ZSCAN2g1 ON,11.15.17,NP_17115_FZ_F2_F-OT1_1_ZSCAN2g1_ON_S112_R1_001.fastqwtf-difflib_indels.csv,FANCFg2_OT1d1_1, + + - 1 -,0.00102095,0.0020419,14283,3986,97948,1,2
4,ZSCAN2g1 ON,11.15.17,NP_17115_FZ_F2_F-OT1_2_ZSCAN2g1_ON_S113_R1_001.fastqwtf-difflib_indels.csv,FANCFg2_OT1d1_2, + + - 1 -,0.002804027,0.002804027,10544,3091,71326,2,2
4,ZSCAN2g1 ON,11.15.17,NP_17115_FZ_F2_F-OT1_3_ZSCAN2g1_ON_S114_R1_001.fastqwtf-difflib_indels.csv,FANCFg2_OT1d1_3, + + - 1 -,0.044384408,0.044384408,7383,2233,51820,23,23
4,ZSCAN2g1 ON,11.15.17,NP_17115_FZ_F2_Z-OT2_1_ZSCAN2g1_ON_S109_R1_001.fastqwtf-difflib_indels.csv,FANCFg2_OT2d1s_1, + + - - 1s,0,0.001781229,7914,2664,56141,0,1
